id,internal_order_number,online_order_number,store_name,full_channel_user_id,shipping_date,payment_date,payable_amount,paid_amount,status,consignee,spu,order_time,province,city,platform,sub_order_number,online_sub_order_number,original_online_order_number,sku,quantity,unit_price,product_name,color_and_spec,product_amount,original_price,is_gift,sub_order_status,refund_status,registered_quantity,actual_refund_quantity,brand
713,ORD-59767216,ONL-1793656022,京东自营店,USER-11438,2024-04-26 12:37:00,2024-04-23 12:37:00,14033.1,14033.1,待发货,郑小红,SPU-李宁-衬衫,2024-04-23 10:37:00,湖南省,湘潭市,京东,SUB-59767216-591,SONL-1793656022-444,ONL-1793656022,SM-8083,5,2268.54,李宁 衬衫 (白色/XXXL),白色/XXXL,11342.7,14033.1,否,待发货,无退款,5,0,李宁
714,ORD-86513010,ONL-6132182034,唯品会特卖店,USER-62743,2024-12-17 00:46:00,2024-12-15 00:46:00,3974.83,3974.83,已发货,范利,SPU-美特-毛衣,2024-12-14 21:46:00,湖北省,宜昌市,唯品会,SUB-86513010-131,SONL-6132182034-701,ONL-6132182034,AD-9628,4,880.97,美特斯邦威 毛衣 (红色/L),红色/L,3523.88,3974.83,否,已发货,已退款,4,4,美特斯邦威
715,ORD-48669854,ONL-8710879686,天猫旗舰店,USER-93156,2024-02-26 08:09:00,2024-02-25 08:09:00,503.28,503.28,已取消,冯丹,SPU-阿迪-毛衣,2024-02-25 07:09:00,上海市,上海市,唯品会,SUB-48669854-926,SONL-8710879686-579,ONL-8710879686,UN-1994,2,229.64,阿迪达斯 毛衣 (红色/M),红色/M,459.28,503.28,否,已取消,退款失败,2,0,阿迪达斯
716,ORD-88703604,ONL-2684370747,唯品会特卖店,USER-19101,2024-11-26 16:30:00,2024-11-24 16:30:00,1271.06,1271.06,已完成,车云,SPU-安踏-风衣,2024-11-24 06:30:00,北京市,北京市,线下,SUB-88703604-281,SONL-2684370747-660,ONL-2684370747,AN-2537,1,833.16,安踏 风衣 (绿色/均码),绿色/均码,833.16,1271.06,否,已完成,已退款,1,1,安踏
717,ORD-37035379,ONL-7478194786,抖音直播间,USER-23782,2024-11-30 06:32:00,2024-11-27 06:32:00,12923.5,12923.5,已完成,黄海燕,SPU-阿迪-毛衣,2024-11-26 21:32:00,湖南省,长沙市,线下,SUB-37035379-463,SONL-7478194786-134,ONL-7478194786,SM-2401,5,1568.69,阿迪达斯 毛衣 (红色/M),红色/M,7843.45,12923.5,否,已完成,无退款,5,0,阿迪达斯
718,ORD-35088889,ONL-7322762461,京东自营店,USER-25685,2024-10-01 23:47:00,2024-09-29 23:47:00,2282.99,2282.99,已完成,张凯,SPU-安踏-毛衣,2024-09-29 18:47:00,江苏省,南京市,拼多多,SUB-35088889-978,SONL-7322762461-648,ONL-7322762461,UN-3162,5,373.43,安踏 毛衣 (绿色/均码),绿色/均码,1867.15,2282.99,否,已完成,退款失败,5,0,安踏
719,ORD-61935702,ONL-6163453073,线下直营店,USER-67220,2024-10-02 12:54:00,2024-09-30 12:54:00,8510.58,8510.58,已发货,吴晨,SPU-森马-毛衣,2024-09-29 17:54:00,山东省,青岛市,抖音电商,SUB-61935702-864,SONL-6163453073-673,ONL-6163453073,UN-9902,5,1423.14,森马 毛衣 (紫色/M),紫色/M,7115.7,8510.58,否,已发货,待审核,5,0,森马
720,ORD-79451835,ONL-4722715294,唯品会特卖店,USER-31910,2024-02-28 13:06:00,2024-02-25 13:06:00,1973.0,1973.0,已取消,麻英,SPU-李宁-T恤,2024-02-24 21:06:00,北京市,北京市,抖音电商,SUB-79451835-948,SONL-4722715294-608,ONL-4722715294,ZR-3552,1,1536.27,李宁 T恤 (卡其色/XXXL),卡其色/XXXL,1536.27,1973.0,否,已取消,无退款,1,0,李宁
721,ORD-10053967,ONL-9849071915,唯品会特卖店,USER-27440,2024-11-19 10:48:00,2024-11-16 10:48:00,473.45,473.45,待发货,吕林,SPU-以纯-卫衣,2024-11-16 08:48:00,湖南省,株洲市,线下,SUB-10053967-539,SONL-9849071915-494,ONL-9849071915,LN-6710,1,284.18,以纯 卫衣 (黑色/M),黑色/M,284.18,473.45,否,待发货,待审核,1,0,以纯
722,ORD-58880329,ONL-6891823723,唯品会特卖店,USER-75226,2024-10-07 21:40:00,2024-10-05 21:40:00,622.42,622.42,已完成,熊敏,SPU-以纯-风衣,2024-10-05 21:40:00,北京市,北京市,拼多多,SUB-58880329-864,SONL-6891823723-643,ONL-6891823723,AN-8221,5,111.08,以纯 风衣 (蓝色/均码),蓝色/均码,555.4,622.42,否,已完成,无退款,5,0,以纯
723,ORD-90258208,ONL-4326575489,天猫旗舰店,USER-51807,2024-08-08 11:47:00,2024-08-05 11:47:00,10180.25,10180.25,待发货,潘帅,SPU-李宁-T恤,2024-08-04 18:47:00,广东省,东莞市,唯品会,SUB-90258208-144,SONL-4326575489-275,ONL-4326575489,LN-7716,3,2853.94,李宁 T恤 (白色/L),白色/L,8561.82,10180.25,否,待发货,已退款,3,3,李宁
724,ORD-18005939,ONL-7502535315,京东自营店,USER-81158,2024-06-13 00:51:00,2024-06-10 00:51:00,2559.33,2559.33,已发货,蔡建军,SPU-耐克-运动,2024-06-09 19:51:00,河南省,洛阳市,天猫,SUB-18005939-768,SONL-7502535315-454,ONL-7502535315,ZR-7874,5,331.41,耐克 运动裤 (黑色/S),黑色/S,1657.05,2559.33,是,已发货,待审核,5,0,耐克
725,ORD-80999049,ONL-7264589645,拼多多专卖店,USER-26231,2024-11-13 15:34:00,2024-11-10 15:34:00,16293.39,16293.39,待发货,张博,SPU-耐克-牛仔,2024-11-10 10:34:00,湖南省,湘潭市,线下,SUB-80999049-219,SONL-7264589645-918,ONL-7264589645,AD-2272,3,2797.61,耐克 牛仔裤 (红色/M),红色/M,8392.83,16293.39,否,待发货,待审核,3,0,耐克
726,ORD-41199397,ONL-2949651167,京东自营店,USER-83567,2024-08-29 13:50:00,2024-08-26 13:50:00,747.41,747.41,已发货,王淑珍,SPU-阿迪-卫衣,2024-08-25 13:50:00,广东省,广州市,天猫,SUB-41199397-601,SONL-2949651167-198,ONL-2949651167,ZR-9451,3,224.77,阿迪达斯 卫衣 (蓝色/L),蓝色/L,674.31,747.41,否,已发货,已退款,3,3,阿迪达斯
727,ORD-63615121,ONL-1544943491,京东自营店,USER-32274,2024-05-07 01:56:00,2024-05-04 01:56:00,19431.3,19431.3,已发货,何强,SPU-H&-衬衫,2024-05-03 12:56:00,湖北省,宜昌市,线下,SUB-63615121-476,SONL-1544943491-587,ONL-1544943491,MT-9616,5,2127.09,H&M 衬衫 (卡其色/XXL),卡其色/XXL,10635.45,19431.3,否,已发货,已退款,5,5,H&M
728,ORD-73079762,ONL-8870022964,线下直营店,USER-34340,2024-10-06 00:47:00,2024-10-05 00:47:00,811.7,811.7,已完成,张璐,SPU-李宁-卫衣,2024-10-04 19:47:00,江苏省,无锡市,线下,SUB-73079762-760,SONL-8870022964-610,ONL-8870022964,HM-7530,2,384.83,李宁 卫衣 (黑色/L),黑色/L,769.66,811.7,否,已完成,已退款,2,2,李宁
729,ORD-42880990,ONL-5942205363,天猫旗舰店,USER-94471,2024-12-30 01:36:00,2024-12-29 01:36:00,6624.95,6624.95,已完成,曹俊,SPU-阿迪-T恤,2024-12-28 12:36:00,北京市,北京市,唯品会,SUB-42880990-465,SONL-5942205363-900,ONL-5942205363,MT-2951,3,2063.56,阿迪达斯 T恤 (紫色/M),紫色/M,6190.68,6624.95,是,已完成,待审核,3,0,阿迪达斯
730,ORD-51162835,ONL-8329347169,京东自营店,USER-77514,2024-05-16 03:03:00,2024-05-13 03:03:00,6879.87,6879.87,已完成,刘桂芝,SPU-安踏-休闲,2024-05-12 14:03:00,北京市,北京市,天猫,SUB-51162835-377,SONL-8329347169-946,ONL-8329347169,ZR-7197,5,697.83,安踏 休闲裤 (蓝色/XL),蓝色/XL,3489.15,6879.87,是,已完成,无退款,5,0,安踏
731,ORD-41776449,ONL-8121342383,抖音直播间,USER-68755,2024-04-08 18:41:00,2024-04-06 18:41:00,4395.15,4395.15,待发货,李淑华,SPU-阿迪-T恤,2024-04-06 17:41:00,江苏省,苏州市,拼多多,SUB-41776449-567,SONL-8121342383-283,ONL-8121342383,MT-3985,3,1278.05,阿迪达斯 T恤 (蓝色/L),蓝色/L,3834.15,4395.15,否,待发货,待审核,3,0,阿迪达斯
732,ORD-19658688,ONL-6028163148,抖音直播间,USER-47243,2024-10-16 06:06:00,2024-10-14 06:06:00,1059.07,1059.07,已取消,张雷,SPU-耐克-衬衫,2024-10-13 19:06:00,浙江省,温州市,京东,SUB-19658688-619,SONL-6028163148-614,ONL-6028163148,NK-7596,5,187.63,耐克 衬衫 (绿色/L),绿色/L,938.15,1059.07,否,已取消,待审核,5,0,耐克
733,ORD-91445203,ONL-1420601986,抖音直播间,USER-59537,2024-01-19 08:08:00,2024-01-18 08:08:00,4101.77,4101.77,已取消,陈丹,SPU-阿迪-毛衣,2024-01-17 13:08:00,江苏省,常州市,唯品会,SUB-91445203-631,SONL-1420601986-340,ONL-1420601986,AD-4557,4,975.18,阿迪达斯 毛衣 (绿色/XXL),绿色/XXL,3900.72,4101.77,否,已取消,退款失败,4,0,阿迪达斯
734,ORD-46422555,ONL-7164395816,唯品会特卖店,USER-65482,2024-10-23 05:27:00,2024-10-21 05:27:00,627.76,627.76,已发货,马淑兰,SPU-以纯-风衣,2024-10-20 22:27:00,江苏省,常州市,天猫,SUB-46422555-803,SONL-7164395816-839,ONL-7164395816,UN-5411,1,484.62,以纯 风衣 (白色/M),白色/M,484.62,627.76,否,已发货,待审核,1,0,以纯
735,ORD-77237315,ONL-7892948296,天猫旗舰店,USER-92867,2024-10-01 17:21:00,2024-09-29 17:21:00,3783.14,3783.14,已完成,何磊,SPU-优衣-卫衣,2024-09-29 17:21:00,广东省,广州市,线下,SUB-77237315-768,SONL-7892948296-799,ONL-7892948296,HM-1204,4,750.06,优衣库 卫衣 (白色/L),白色/L,3000.24,3783.14,否,已完成,退款失败,4,0,优衣库
736,ORD-57906436,ONL-3475120961,天猫旗舰店,USER-69496,2024-05-12 04:02:00,2024-05-11 04:02:00,6234.88,6234.88,已发货,车淑珍,SPU-李宁-T恤,2024-05-10 21:02:00,北京市,北京市,唯品会,SUB-57906436-775,SONL-3475120961-160,ONL-3475120961,ZR-9087,5,631.54,李宁 T恤 (绿色/M),绿色/M,3157.7,6234.88,否,已发货,退款失败,5,0,李宁
737,ORD-35675537,ONL-1012979424,天猫旗舰店,USER-63810,2024-08-04 08:39:00,2024-08-03 08:39:00,316.01,251.32,退款中,陈杨,SPU-耐克-卫衣,2024-08-03 02:39:00,广东省,东莞市,唯品会,SUB-35675537-398,SONL-1012979424-525,ONL-1012979424,MT-7217,2,146.54,耐克 卫衣 (白色/XL),白色/XL,293.08,316.01,否,退款中,退款失败,2,0,耐克
738,ORD-94452255,ONL-4912534258,天猫旗舰店,USER-88785,2024-07-31 14:18:00,2024-07-28 14:18:00,1620.8,1166.47,已取消,邓波,SPU-安踏-T恤,2024-07-27 19:18:00,四川省,宜宾市,拼多多,SUB-94452255-872,SONL-4912534258-614,ONL-4912534258,NK-9049,3,499.35,安踏 T恤 (灰色/S),灰色/S,1498.05,1620.8,否,已取消,无退款,3,0,安踏
739,ORD-76135350,ONL-6395613040,抖音直播间,USER-51632,2024-07-17 08:31:00,2024-07-15 08:31:00,3914.04,3914.04,已取消,罗秀梅,SPU-以纯-运动,2024-07-14 12:31:00,北京市,北京市,唯品会,SUB-76135350-489,SONL-6395613040-442,ONL-6395613040,ZR-5352,4,916.36,以纯 运动裤 (黑色/XL),黑色/XL,3665.44,3914.04,否,已取消,退款失败,4,0,以纯
740,ORD-86901569,ONL-7429582066,抖音直播间,USER-59766,2024-08-27 17:32:00,2024-08-25 17:32:00,4298.05,4298.05,已完成,许坤,SPU-森马-T恤,2024-08-25 08:32:00,山东省,潍坊市,天猫,SUB-86901569-582,SONL-7429582066-777,ONL-7429582066,NK-1407,5,778.26,森马 T恤 (黑色/M),黑色/M,3891.3,4298.05,否,已完成,已退款,5,5,森马
741,ORD-26334705,ONL-8685173635,唯品会特卖店,USER-77296,2024-11-19 18:50:00,2024-11-16 18:50:00,3725.52,3725.52,已完成,李欢,SPU-森马-衬衫,2024-11-16 18:50:00,江苏省,南京市,唯品会,SUB-26334705-149,SONL-8685173635-159,ONL-8685173635,AN-4099,1,2378.89,森马 衬衫 (黑色/XL),黑色/XL,2378.89,3725.52,否,已完成,已退款,1,1,森马
742,ORD-34813269,ONL-3875515896,京东自营店,USER-31488,2024-10-15 04:34:00,2024-10-13 04:34:00,5528.58,5528.58,已取消,崔平,SPU-耐克-T恤,2024-10-12 19:34:00,上海市,上海市,唯品会,SUB-34813269-877,SONL-3875515896-300,ONL-3875515896,NK-2636,5,872.67,耐克 T恤 (灰色/XXL),灰色/XXL,4363.35,5528.58,否,已取消,无退款,5,0,耐克
743,ORD-60628612,ONL-1998367367,线下直营店,USER-12005,2024-07-08 12:53:00,2024-07-06 12:53:00,411.98,411.98,已取消,张桂花,SPU-阿迪-T恤,2024-07-06 11:53:00,湖北省,宜昌市,天猫,SUB-60628612-655,SONL-1998367367-709,ONL-1998367367,ZR-6631,1,392.09,阿迪达斯 T恤 (紫色/S),紫色/S,392.09,411.98,否,已取消,待审核,1,0,阿迪达斯
744,ORD-75913816,ONL-2404295397,拼多多专卖店,USER-56082,2024-09-16 17:35:00,2024-09-15 17:35:00,3170.21,3170.21,待发货,朱倩,SPU-H&-毛衣,2024-09-14 18:35:00,河南省,洛阳市,抖音电商,SUB-75913816-432,SONL-2404295397-835,ONL-2404295397,LN-1279,5,529.25,H&M 毛衣 (蓝色/M),蓝色/M,2646.25,3170.21,否,待发货,已退款,5,5,H&M
745,ORD-55299654,ONL-4970870484,拼多多专卖店,USER-49114,2024-04-22 17:05:00,2024-04-21 17:05:00,2144.35,2144.35,待发货,王帆,SPU-李宁-T恤,2024-04-20 17:05:00,山东省,烟台市,天猫,SUB-55299654-853,SONL-4970870484-193,ONL-4970870484,AN-5114,3,663.15,李宁 T恤 (绿色/XL),绿色/XL,1989.45,2144.35,否,待发货,退款失败,3,0,李宁
746,ORD-72310264,ONL-4129580707,抖音直播间,USER-35034,2024-06-28 11:29:00,2024-06-26 11:29:00,2762.15,2762.15,已完成,郑伟,SPU-美特-运动,2024-06-25 23:29:00,湖南省,衡阳市,京东,SUB-72310264-926,SONL-4129580707-160,ONL-4129580707,UN-3829,1,1460.62,美特斯邦威 运动裤 (红色/XL),红色/XL,1460.62,2762.15,否,已完成,待审核,1,0,美特斯邦威
747,ORD-24256204,ONL-4600967018,线下直营店,USER-56255,2024-02-13 05:36:00,2024-02-11 05:36:00,993.46,993.46,已取消,池鑫,SPU-美特-毛衣,2024-02-10 07:36:00,上海市,上海市,天猫,SUB-24256204-714,SONL-4600967018-638,ONL-4600967018,UN-5363,1,939.1,美特斯邦威 毛衣 (绿色/L),绿色/L,939.1,993.46,否,已取消,退款失败,1,0,美特斯邦威
748,ORD-18793346,ONL-6797210136,天猫旗舰店,USER-87726,2024-11-20 04:51:00,2024-11-18 04:51:00,4963.36,4963.36,已发货,赵艳,SPU-耐克-毛衣,2024-11-17 08:51:00,浙江省,杭州市,天猫,SUB-18793346-647,SONL-6797210136-567,ONL-6797210136,MT-8600,1,2859.3,耐克 毛衣 (紫色/XL),紫色/XL,2859.3,4963.36,否,已发货,待审核,1,0,耐克
749,ORD-46794738,ONL-4059673721,拼多多专卖店,USER-73934,2024-08-28 05:38:00,2024-08-26 05:38:00,1362.79,1362.79,已取消,张敏,SPU-耐克-衬衫,2024-08-25 07:38:00,江苏省,常州市,京东,SUB-46794738-980,SONL-4059673721-858,ONL-4059673721,AD-1429,4,272.34,耐克 衬衫 (粉色/均码),粉色/均码,1089.36,1362.79,否,已取消,待审核,4,0,耐克
750,ORD-58500455,ONL-2720370488,天猫旗舰店,USER-95334,2024-09-30 15:06:00,2024-09-28 15:06:00,1781.76,1781.76,已完成,万浩,SPU-耐克-毛衣,2024-09-28 14:06:00,湖北省,襄阳市,线下,SUB-58500455-199,SONL-2720370488-207,ONL-2720370488,HM-1983,1,1418.89,耐克 毛衣 (灰色/XXXL),灰色/XXXL,1418.89,1781.76,否,已完成,待审核,1,0,耐克
751,ORD-51856764,ONL-1999387900,线下直营店,USER-15608,2024-11-05 03:50:00,2024-11-03 03:50:00,3423.83,3423.83,待发货,周成,SPU-耐克-毛衣,2024-11-02 18:50:00,浙江省,杭州市,拼多多,SUB-51856764-995,SONL-1999387900-501,ONL-1999387900,NK-9393,2,1090.95,耐克 毛衣 (黄色/XXXL),黄色/XXXL,2181.9,3423.83,否,待发货,待审核,2,0,耐克
752,ORD-54883445,ONL-6669217798,线下直营店,USER-54977,2024-09-17 21:13:00,2024-09-14 21:13:00,2928.79,2928.79,已完成,熊慧,SPU-李宁-风衣,2024-09-14 16:13:00,山东省,烟台市,拼多多,SUB-54883445-304,SONL-6669217798-507,ONL-6669217798,AN-7342,1,2525.84,李宁 风衣 (粉色/均码),粉色/均码,2525.84,2928.79,否,已完成,无退款,1,0,李宁
753,ORD-86696988,ONL-2905267506,拼多多专卖店,USER-57886,2024-11-12 12:33:00,2024-11-09 12:33:00,2062.73,2062.73,已发货,贾小红,SPU-耐克-衬衫,2024-11-08 22:33:00,浙江省,嘉兴市,抖音电商,SUB-86696988-498,SONL-2905267506-418,ONL-2905267506,HM-7510,3,374.26,耐克 衬衫 (蓝色/均码),蓝色/均码,1122.78,2062.73,否,已发货,退款失败,3,0,耐克
754,ORD-21118477,ONL-9207645210,拼多多专卖店,USER-37518,2024-07-23 05:45:00,2024-07-22 05:45:00,9132.08,9132.08,已取消,吴欣,SPU-李宁-T恤,2024-07-21 07:45:00,浙江省,杭州市,抖音电商,SUB-21118477-307,SONL-9207645210-655,ONL-9207645210,UN-2575,3,2705.04,李宁 T恤 (蓝色/M),蓝色/M,8115.12,9132.08,否,已取消,待审核,3,0,李宁
755,ORD-24528028,ONL-5374761953,抖音直播间,USER-57162,2024-03-16 17:57:00,2024-03-14 17:57:00,840.87,840.87,已取消,高颖,SPU-森马-卫衣,2024-03-14 09:57:00,上海市,上海市,线下,SUB-24528028-925,SONL-5374761953-108,ONL-5374761953,LN-3749,5,131.28,森马 卫衣 (绿色/XXXL),绿色/XXXL,656.4,840.87,否,已取消,已退款,5,5,森马
756,ORD-29519813,ONL-2753901142,线下直营店,USER-41321,2024-09-23 05:47:00,2024-09-21 05:47:00,2416.81,2416.81,待发货,石勇,SPU-阿迪-风衣,2024-09-20 12:47:00,北京市,北京市,线下,SUB-29519813-172,SONL-2753901142-267,ONL-2753901142,UN-1688,3,670.41,阿迪达斯 风衣 (粉色/S),粉色/S,2011.23,2416.81,否,待发货,无退款,3,0,阿迪达斯
757,ORD-64015186,ONL-5110774932,拼多多专卖店,USER-38956,2024-08-18 23:46:00,2024-08-17 23:46:00,2115.8,2115.8,已取消,黄静,SPU-ZA-衬衫,2024-08-17 22:46:00,江苏省,苏州市,抖音电商,SUB-64015186-186,SONL-5110774932-449,ONL-5110774932,AD-6126,2,870.19,ZARA 衬衫 (紫色/XL),紫色/XL,1740.38,2115.8,否,已取消,退款失败,2,0,ZARA
758,ORD-99543471,ONL-8536829857,京东自营店,USER-96531,2024-06-01 23:21:00,2024-05-30 23:21:00,4664.13,4664.13,待发货,周丽,SPU-优衣-衬衫,2024-05-30 22:21:00,山东省,潍坊市,抖音电商,SUB-99543471-397,SONL-8536829857-620,ONL-8536829857,AN-6776,4,737.97,优衣库 衬衫 (绿色/XXXL),绿色/XXXL,2951.88,4664.13,否,待发货,退款失败,4,0,优衣库
759,ORD-21809913,ONL-6009739257,抖音直播间,USER-27390,2024-06-05 03:07:00,2024-06-02 03:07:00,3910.13,3910.13,待发货,戈波,SPU-安踏-T恤,2024-06-01 14:07:00,山东省,济南市,唯品会,SUB-21809913-859,SONL-6009739257-126,ONL-6009739257,ZR-9589,2,1052.67,安踏 T恤 (蓝色/M),蓝色/M,2105.34,3910.13,否,待发货,已退款,2,2,安踏
760,ORD-81373356,ONL-8931616874,线下直营店,USER-46255,2024-07-26 11:29:00,2024-07-24 11:29:00,2378.83,1331.81,退款中,戴桂芝,SPU-美特-T恤,2024-07-24 10:29:00,山东省,济南市,京东,SUB-81373356-462,SONL-8931616874-921,ONL-8931616874,SM-4708,1,1960.78,美特斯邦威 T恤 (绿色/S),绿色/S,1960.78,2378.83,否,退款中,无退款,1,0,美特斯邦威
761,ORD-22211727,ONL-2701318236,拼多多专卖店,USER-79715,2024-06-30 19:56:00,2024-06-29 19:56:00,7163.06,7163.06,待发货,贾志强,SPU-森马-卫衣,2024-06-29 18:56:00,湖北省,荆州市,拼多多,SUB-22211727-938,SONL-2701318236-742,ONL-2701318236,LN-6375,3,1565.8,森马 卫衣 (灰色/XXXL),灰色/XXXL,4697.4,7163.06,否,待发货,退款失败,3,0,森马
762,ORD-24534937,ONL-3983409686,抖音直播间,USER-61958,2024-11-19 09:23:00,2024-11-17 09:23:00,7859.44,7859.44,已发货,黄刚,SPU-阿迪-牛仔,2024-11-16 17:23:00,浙江省,宁波市,京东,SUB-24534937-247,SONL-3983409686-758,ONL-3983409686,YC-3321,3,1436.44,阿迪达斯 牛仔裤 (红色/均码),红色/均码,4309.32,7859.44,否,已发货,无退款,3,0,阿迪达斯
763,ORD-70371141,ONL-3286079651,唯品会特卖店,USER-92159,2024-07-23 11:48:00,2024-07-21 11:48:00,2838.94,2838.94,已发货,华龙,SPU-森马-T恤,2024-07-20 21:48:00,湖南省,长沙市,线下,SUB-70371141-327,SONL-3286079651-871,ONL-3286079651,SM-6362,5,531.68,森马 T恤 (粉色/XXXL),粉色/XXXL,2658.4,2838.94,否,已发货,无退款,5,0,森马
764,ORD-93521088,ONL-2844881768,天猫旗舰店,USER-83520,2024-06-03 23:49:00,2024-06-02 23:49:00,884.25,884.25,已发货,刘婷婷,SPU-优衣-T恤,2024-06-02 09:49:00,河南省,郑州市,唯品会,SUB-93521088-669,SONL-2844881768-483,ONL-2844881768,LN-3775,1,447.33,优衣库 T恤 (灰色/XXL),灰色/XXL,447.33,884.25,否,已发货,已退款,1,1,优衣库
765,ORD-84775642,ONL-2178087516,抖音直播间,USER-34102,2024-05-13 09:23:00,2024-05-12 09:23:00,5740.79,5740.79,已发货,柳艳,SPU-耐克-卫衣,2024-05-11 21:23:00,北京市,北京市,抖音电商,SUB-84775642-184,SONL-2178087516-666,ONL-2178087516,LN-5571,2,1700.4,耐克 卫衣 (黑色/XL),黑色/XL,3400.8,5740.79,否,已发货,无退款,2,0,耐克
766,ORD-76679200,ONL-5504839022,线下直营店,USER-92416,2024-12-09 20:55:00,2024-12-06 20:55:00,2204.31,2204.31,待发货,郭琴,SPU-H&-衬衫,2024-12-06 20:55:00,北京市,北京市,抖音电商,SUB-76679200-777,SONL-5504839022-706,ONL-5504839022,SM-8983,1,1737.9,H&M 衬衫 (卡其色/XL),卡其色/XL,1737.9,2204.31,否,待发货,退款失败,1,0,H&M
767,ORD-42744481,ONL-5536409322,京东自营店,USER-55053,2024-06-26 14:19:00,2024-06-23 14:19:00,15163.64,15163.64,已发货,胡云,SPU-ZA-T恤,2024-06-22 18:19:00,湖北省,宜昌市,京东,SUB-42744481-468,SONL-5536409322-913,ONL-5536409322,SM-1741,4,1933.52,ZARA T恤 (红色/M),红色/M,7734.08,15163.64,否,已发货,待审核,4,0,ZARA
768,ORD-46389994,ONL-2374405433,唯品会特卖店,USER-69378,2024-10-15 16:19:00,2024-10-14 16:19:00,4337.1,4337.1,待发货,刘亮,SPU-耐克-毛衣,2024-10-13 19:19:00,北京市,北京市,拼多多,SUB-46389994-514,SONL-2374405433-716,ONL-2374405433,UN-2702,2,1771.2,耐克 毛衣 (粉色/M),粉色/M,3542.4,4337.1,否,待发货,退款失败,2,0,耐克
769,ORD-42110308,ONL-2633106826,拼多多专卖店,USER-32313,2024-12-03 01:22:00,2024-12-01 01:22:00,10118.1,10118.1,待发货,管玉英,SPU-李宁-T恤,2024-11-30 23:22:00,山东省,青岛市,抖音电商,SUB-42110308-113,SONL-2633106826-860,ONL-2633106826,HM-4328,2,3060.43,李宁 T恤 (蓝色/S),蓝色/S,6120.86,10118.1,否,待发货,退款失败,2,0,李宁
770,ORD-87122554,ONL-3093328918,天猫旗舰店,USER-91711,2024-09-28 11:58:00,2024-09-25 11:58:00,738.39,738.39,已发货,陈勇,SPU-H&-风衣,2024-09-24 14:58:00,山东省,青岛市,唯品会,SUB-87122554-410,SONL-3093328918-647,ONL-3093328918,SM-4467,5,132.43,H&M 风衣 (红色/XXXL),红色/XXXL,662.15,738.39,否,已发货,退款失败,5,0,H&M
771,ORD-40465450,ONL-6319725677,线下直营店,USER-29711,2024-11-06 02:09:00,2024-11-03 02:09:00,13684.39,13684.39,已完成,刘云,SPU-优衣-卫衣,2024-11-02 11:09:00,北京市,北京市,京东,SUB-40465450-177,SONL-6319725677-525,ONL-6319725677,SM-9654,4,1747.5,优衣库 卫衣 (紫色/L),紫色/L,6990.0,13684.39,否,已完成,待审核,4,0,优衣库
772,ORD-29870453,ONL-3346742293,京东自营店,USER-91373,2024-05-09 17:56:00,2024-05-07 17:56:00,3725.54,3725.54,已完成,王淑兰,SPU-森马-衬衫,2024-05-07 09:56:00,四川省,德阳市,天猫,SUB-29870453-797,SONL-3346742293-474,ONL-3346742293,LN-7656,5,388.95,森马 衬衫 (红色/XXL),红色/XXL,1944.75,3725.54,否,已完成,已退款,5,5,森马
773,ORD-61059644,ONL-3807578264,抖音直播间,USER-71699,2024-08-26 05:21:00,2024-08-25 05:21:00,1657.06,1657.06,已取消,李桂芳,SPU-耐克-衬衫,2024-08-25 05:21:00,河南省,洛阳市,唯品会,SUB-61059644-676,SONL-3807578264-674,ONL-3807578264,LN-1076,3,479.12,耐克 衬衫 (绿色/M),绿色/M,1437.36,1657.06,否,已取消,待审核,3,0,耐克
774,ORD-99628593,ONL-4350332872,拼多多专卖店,USER-81871,2024-07-14 06:40:00,2024-07-12 06:40:00,8055.27,8055.27,已取消,韩涛,SPU-李宁-T恤,2024-07-11 08:40:00,湖南省,衡阳市,抖音电商,SUB-99628593-383,SONL-4350332872-801,ONL-4350332872,AN-6575,4,1798.02,李宁 T恤 (红色/L),红色/L,7192.08,8055.27,否,已取消,已退款,4,4,李宁
775,ORD-90682582,ONL-7559473578,唯品会特卖店,USER-12022,2024-10-29 23:15:00,2024-10-26 23:15:00,1782.25,1782.25,待发货,陈志强,SPU-李宁-风衣,2024-10-26 08:15:00,上海市,上海市,天猫,SUB-90682582-378,SONL-7559473578-767,ONL-7559473578,LN-4382,2,725.75,李宁 风衣 (蓝色/XL),蓝色/XL,1451.5,1782.25,否,待发货,退款失败,2,0,李宁
776,ORD-28385133,ONL-7218932637,拼多多专卖店,USER-51495,2024-06-18 06:47:00,2024-06-15 06:47:00,6564.66,6564.66,待发货,王秀华,SPU-以纯-卫衣,2024-06-14 09:47:00,河南省,郑州市,天猫,SUB-28385133-374,SONL-7218932637-578,ONL-7218932637,AD-1140,5,663.87,以纯 卫衣 (绿色/XL),绿色/XL,3319.35,6564.66,否,待发货,待审核,5,0,以纯
777,ORD-16253058,ONL-6171741128,抖音直播间,USER-35835,2024-10-31 10:20:00,2024-10-28 10:20:00,914.08,914.08,已完成,滕帆,SPU-优衣-毛衣,2024-10-27 19:20:00,浙江省,宁波市,天猫,SUB-16253058-914,SONL-6171741128-222,ONL-6171741128,YC-2974,4,204.72,优衣库 毛衣 (绿色/均码),绿色/均码,818.88,914.08,否,已完成,无退款,4,0,优衣库
